# Produced using StockPerson Data Generator (chapter 3.0),,,,,,,,,
# https://github.com/bahmanm/stockperson/,,,,,,,,,
# docNo,customer,date,total,discount,lineNo,product,qty,price,lineAmt
dPJD7rLEyY,k8I2vUYl1U,2026-07-25,8394670315.171,36.58,1,K35Cl1DXrG,6745.9,3447.79,23258476.43
dPJD7rLEyY,k8I2vUYl1U,2026-07-25,8394670315.172,36.58,2,V4OpOBjd0t,9672.81,6242.81,60385478.94
dPJD7rLEyY,k8I2vUYl1U,2026-07-25,8394670315.173,36.58,3,A3ujxXKerI,1048.51,6589.06,6908672.78
dPJD7rLEyY,k8I2vUYl1U,2026-07-25,8394670315.174,36.58,4,0dVLXYMvCw,7249.56,4959.98,35957683.65
dPJD7rLEyY,k8I2vUYl1U,2026-07-25,8394670315.175,36.58,5,9N1c9ExC9P,2415.93,120.82,291893.32
dPJD7rLEyY,k8I2vUYl1U,2026-07-25,8394670315.176,36.58,6,XGIcT8Feix,1291.99,4311.18,5570001.23
GDz5WYnh4M,0X5OrPHzKK,2026-08-10,6695193204.321,46.99,1,iAvvnticPx,7203.32,3141,22625607.55
GDz5WYnh4M,0X5OrPHzKK,2026-08-10,6695193204.322,46.99,2,lFe3aap21a,6497.2,6613.84,42971460.83
GDz5WYnh4M,0X5OrPHzKK,2026-08-10,6695193204.323,46.99,3,UoHbs4oor7,9582.37,1074.89,10299990.2
GDz5WYnh4M,0X5OrPHzKK,2026-08-10,6695193204.324,46.99,4,0dVLXYMvCw,9949.74,3752.57,37337035.19
GDz5WYnh4M,0X5OrPHzKK,2026-08-10,6695193204.325,46.99,5,9XrLWsavWn,765.8,9848.48,7541946.51
GDz5WYnh4M,0X5OrPHzKK,2026-08-10,6695193204.326,46.99,6,5VAvIY75Jy,632.02,8739.21,5523353.09
gSiF6dna8G,k8I2vUYl1U,2026-07-09,1478926743.711,53.16,1,DJxmMjKYbN,8175.31,503.8,4118757.67
gSiF6dna8G,k8I2vUYl1U,2026-07-09,1478926743.712,53.16,2,TVrvfjjeMl,3443.18,7974.58,27457901.92
b2PSZBKuq9,33EazO0ekH,2027-02-06,9577241817.211,53.68,3,3oBdh9pjOL,3119.78,7548.29,23549045.38
b2PSZBKuq9,33EazO0ekH,2027-02-06,9577241817.212,53.68,4,sjzAyGZKCC,7409,3197.16,23687778.47
b2PSZBKuq9,33EazO0ekH,2027-02-06,9577241817.213,53.68,5,giPqKa9hCI,5450.1,4518.89,24628396.82
b2PSZBKuq9,33EazO0ekH,2027-02-06,9577241817.214,53.68,6,3oBdh9pjOL,790.35,8440.5,6670956.74
b2PSZBKuq9,33EazO0ekH,2027-02-06,9577241817.215,53.68,7,BJRnG9K5Gw,5679.56,7286.3,41383004.4
b2PSZBKuq9,33EazO0ekH,2027-02-06,9577241817.216,53.68,8,Js5f2QYdDW,4379.57,5359.74,23473345.43
b2PSZBKuq9,33EazO0ekH,2027-02-06,9577241817.217,53.68,9,ht5O7AJ1TO,2839.86,6079.83,17265880.98
b2PSZBKuq9,33EazO0ekH,2027-02-06,9577241817.218,53.68,10,U7YS0jqeak,5952.13,5773.72,34365958.83
b2PSZBKuq9,33EazO0ekH,2027-02-06,9577241817.219,53.68,11,ldazFPhGR6,9999.09,1175.64,11755296.9
WsarzTJXES,33EazO0ekH,2025-07-31,9818127697.701,33.65,1,V4OpOBjd0t,1287.72,4140.95,5332398.21
WsarzTJXES,33EazO0ekH,2025-07-31,9818127697.702,33.65,2,Js5f2QYdDW,521.86,8946.8,4668998.7
WsarzTJXES,33EazO0ekH,2025-07-31,9818127697.703,33.65,3,lNkyCF3yG3,2538.66,9322.76,23667312.06
WsarzTJXES,33EazO0ekH,2025-07-31,9818127697.704,33.65,4,qz9J0YiDNz,7417.6,4396.8,32613678.09
WsarzTJXES,33EazO0ekH,2025-07-31,9818127697.705,33.65,5,OsirgbKRsR,3244.31,779.41,2528665.78
WsarzTJXES,33EazO0ekH,2025-07-31,9818127697.706,33.65,6,XW7z4XvN1s,1383.61,5445.13,7533926.97
WsarzTJXES,33EazO0ekH,2025-07-31,9818127697.707,33.65,7,0dVLXYMvCw,1118.9,8196.26,9170833.06
WsarzTJXES,33EazO0ekH,2025-07-31,9818127697.708,33.65,8,krF1dWY6qg,7405.56,3567.11,26416409.84
WsarzTJXES,33EazO0ekH,2025-07-31,9818127697.709,33.65,9,lNkyCF3yG3,9907.23,655.4,6493187.74
WsarzTJXES,33EazO0ekH,2025-07-31,9818127697.701,33.65,10,ht5O7AJ1TO,1140.45,2562.84,2922786.83
WsarzTJXES,33EazO0ekH,2025-07-31,9818127697.7011,33.65,11,A3ujxXKerI,4910.13,5420.63,26615979.29
